銘旺科,	2429
Year,最高價,日期,最低價,日期,收盤平均價
2000,24.00,9/16,12.05,11/21,15.37
2001,20.80,3/27,6.85,10/31,12.58
2002,16.70,4/30,7.30,10/01,10.71
2003,10.30,1/15,5.10,9/12,7.35
2004,12.50,5/31,2.05,12/06,5.73
2005,3.60,6/17,1.17,11/11,2.09
2006,6.04,5/08,1.21,2/09,2.79
2007,3.89,1/12,1.39,12/19,2.80
2008,5.61,8/07,1.48,7/10,2.38
2009,3.20,1/15,1.48,12/16,2.27
2010,24.40,3/30,1.60,1/07,10.54
2011,10.30,2/10,1.84,7/27,4.34
2012,10.60,10/02,3.61,11/19,6.48
2013,60.10,6/20,4.80,1/29,26.62
2014,21.45,8/05,12.85,12/27,18.57
2015,19.50,3/25,9.93,12/02,14.68
2016,21.20,8/26,6.33,5/09,13.27
2017,17.90,5/10,10.60,12/21,13.77
2018,19.40,1/15,9.53,11/19,12.76
