大華,	9905
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.70,2/21,7.30,11/21,12.49
2001,11.45,3/30,6.80,7/25,8.42
2002,17.10,12/20,8.00,1/17,12.40
2003,19.60,1/20,13.85,4/28,16.16
2004,25.20,4/19,17.00,5/18,19.87
2005,21.40,1/03,12.90,12/08,15.82
2006,19.40,12/29,13.05,1/02,15.23
2007,20.90,1/24,13.90,12/18,17.22
2008,18.30,5/23,10.15,10/28,14.11
2009,27.60,6/04,11.75,2/02,18.81
2010,36.85,9/21,18.70,2/06,25.83
2011,44.40,7/22,27.20,1/18,34.54
2012,42.00,3/22,29.05,1/02,34.79
2013,37.50,5/10,32.00,6/25,34.28
2014,41.55,4/07,27.30,10/23,34.83
2015,34.15,4/07,24.50,8/24,29.91
2016,29.55,3/07,22.10,10/18,25.56
2017,28.15,5/31,23.90,1/03,25.69
