士紙,	1903
Year,最高價,日期,最低價,日期,收盤平均價
2000,66.00,2/18,22.50,9/19,40.27
2001,45.90,2/20,22.00,10/08,30.30
2002,35.70,4/09,22.00,10/14,27.04
2003,30.90,1/21,18.60,5/06,24.25
2004,34.70,2/10,19.30,8/18,24.41
2005,28.20,1/03,21.00,11/08,24.17
2006,62.00,12/20,21.10,3/22,37.13
2007,58.80,7/19,26.00,12/21,44.11
2008,56.50,4/18,14.95,10/28,33.62
2009,95.20,6/08,18.20,1/21,56.65
2010,83.90,1/15,59.70,6/30,70.33
2011,80.50,1/04,35.30,12/20,56.36
2012,58.30,10/01,37.05,6/04,45.62
2013,52.90,1/04,42.30,4/16,45.93
2014,50.20,1/13,35.50,11/18,42.78
2015,39.70,4/29,24.00,8/25,33.45
2016,35.50,6/01,27.70,11/07,31.33
2017,39.20,2/16,30.80,8/18,32.80
