鑫龍騰,	3188
Year,最高價,日期,最低價,日期,收盤平均價
2004,77.50,03/18,21.70,12/30,41.71
2005,29.85,04/04,15.10,09/29,22.61
2006,53.20,12/25,28.00,01/02,37.17
2007,94.40,01/24,36.40,12/21,70.34
2008,45.60,01/02,7.20,12/05,23.51
2009,26.75,12/31,8.75,01/06,15.29
2010,28.40,01/04,12.10,11/10,19.45
2011,14.80,03/04,5.71,12/09,10.98
2012,8.70,09/13,5.77,06/04,7.56
2013,15.50,04/23,7.70,01/03,11.68
2014,18.00,07/04,11.90,01/02,14.90
2015,13.60,01/05,7.38,08/25,10.94
2016,19.50,07/11,9.11,02/18,15.85
2017,24.20,04/25,15.90,01/04,19.88
