嘉裕,	1417
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.50,2/22,2.82,11/24,6.97
2001,5.80,2/27,2.52,7/20,3.58
2002,11.70,11/20,3.60,1/02,7.67
2003,7.15,10/24,3.52,5/02,5.36
2004,9.45,2/11,5.10,5/11,6.33
2005,8.49,3/17,4.44,10/21,6.53
2006,8.40,12/27,4.60,2/27,5.99
2007,12.85,7/19,5.91,12/20,8.49
2008,11.55,5/20,3.25,10/28,7.05
2009,9.45,12/21,3.55,2/02,6.07
2010,12.80,8/17,6.94,2/06,10.00
2011,12.80,1/04,7.70,12/20,9.72
2012,11.75,8/22,8.26,1/02,9.98
2013,10.10,1/11,8.37,8/30,9.07
2014,9.05,1/03,7.40,10/27,8.23
2015,9.04,4/30,4.46,12/10,6.89
2016,5.90,3/18,4.34,5/27,5.02
2017,5.99,2/22,4.62,12/20,5.04
