穆拉德加捷,	4109
Year,最高價,日期,最低價,日期,收盤平均價
2002,44.20,08/26,26.70,08/08,33.44
2003,40.50,07/25,26.50,03/27,30.00
2004,39.00,04/26,20.50,09/30,28.53
2005,24.60,01/07,16.50,12/29,20.23
2006,17.20,12/27,11.80,09/14,14.25
2007,41.05,07/27,15.80,03/05,24.43
2008,26.70,04/18,12.10,12/29,17.53
2009,23.75,07/15,12.15,01/09,20.26
2010,35.25,12/20,15.60,02/06,26.14
2011,37.30,03/23,16.55,09/23,30.86
2012,21.20,12/27,15.50,06/04,18.41
2013,29.20,10/04,17.05,01/17,24.48
2014,32.50,07/10,19.30,10/28,27.76
2015,27.10,11/02,20.00,08/25,24.90
2016,25.60,01/06,18.40,11/09,22.62
2017,23.00,04/10,15.85,10/18,19.23
