京城銀,	2809
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.20,2/11,3.21,11/21,7.29
2001,5.45,2/07,2.75,7/19,4.05
2002,9.30,4/25,3.52,9/30,5.27
2003,8.85,1/27,4.50,5/02,6.23
2004,16.50,11/05,7.30,1/02,12.69
2005,16.90,2/25,10.05,9/22,12.73
2006,12.30,5/09,8.51,9/12,10.09
2007,14.50,7/23,7.72,12/21,10.44
2008,12.30,4/21,4.85,10/28,8.52
2009,9.68,12/02,4.85,2/19,7.18
2010,17.50,12/29,7.25,2/06,11.59
2011,23.80,8/10,15.20,9/26,18.08
2012,21.90,12/28,15.85,6/04,19.25
2013,29.10,3/12,21.75,1/02,26.11
2014,34.60,9/22,27.55,3/24,30.50
2015,34.50,1/26,20.15,8/25,27.57
2016,29.40,12/12,19.60,1/18,23.97
2017,38.35,12/05,27.80,1/03,31.37
2018,43.00,1/18,28.10,11/05,33.84
2019,34.65,3/06,27.80,1/04,32.09
