業強,	6124
Year,最高價,日期,最低價,日期,收盤平均價
2002,26.80,04/23,9.70,08/21,15.46
2003,35.10,12/09,14.95,01/02,21.63
2004,46.90,04/19,23.20,11/02,33.83
2005,61.50,09/13,30.80,01/13,48.34
2006,42.65,01/05,20.25,09/14,31.55
2007,56.20,07/23,25.95,12/19,38.07
2008,32.20,04/10,8.96,11/20,20.44
2009,37.00,12/31,8.55,01/17,19.95
2010,51.80,04/26,30.80,02/05,41.68
2011,44.15,01/04,22.80,11/23,35.51
2012,34.10,12/28,16.85,11/13,26.17
2013,36.50,01/03,19.60,11/12,24.48
2014,31.80,12/25,21.00,07/30,28.28
2015,29.90,01/05,18.30,07/28,24.24
2016,38.95,08/25,19.20,07/06,25.17
2017,33.90,04/27,23.50,11/27,28.05
