創意,	3443
Year,最高價,日期,最低價,日期,收盤平均價
2006,155.00,12/28,50.00,11/03,82.29
2007,440.00,7/24,156.00,1/02,271.43
2008,283.00,5/16,76.80,11/19,190.55
2009,214.00,5/25,116.00,1/10,156.58
2010,170.50,1/04,99.90,9/01,130.94
2011,138.00,10/19,84.00,4/19,108.30
2012,128.00,2/16,87.00,11/21,104.98
2013,106.00,1/03,64.90,11/04,88.82
2014,103.00,6/04,73.70,1/07,87.33
2015,93.20,1/05,49.30,8/25,75.02
2016,90.90,3/02,58.50,1/14,75.81
2017,323.00,10/27,77.80,1/03,165.75
