厚生,	2107
Year,最高價,日期,最低價,日期,收盤平均價
2000,25.20,2/21,5.70,11/21,12.65
2001,10.80,2/26,4.80,11/09,6.87
2002,11.45,6/25,6.35,10/07,8.60
2003,11.65,10/22,6.65,4/28,8.81
2004,19.10,3/15,9.70,1/02,13.76
2005,16.80,1/17,10.80,10/20,13.42
2006,24.95,12/11,11.70,1/24,15.53
2007,27.40,7/18,14.15,12/18,21.63
2008,26.60,4/17,9.09,10/28,17.04
2009,29.95,12/29,10.40,3/03,18.87
2010,34.20,12/31,20.90,5/26,26.01
2011,34.40,1/03,15.95,12/19,25.62
2012,22.50,3/03,17.60,1/13,19.94
2013,29.25,12/02,20.55,1/17,24.33
2014,34.00,11/06,27.30,2/05,30.42
2015,33.25,1/09,15.70,12/14,25.05
2016,18.95,3/07,14.00,11/11,15.86
2017,18.50,2/07,14.40,11/30,15.83
2018,16.55,1/24,13.90,8/14,14.95
