大宇資,	6111
Year,最高價,日期,最低價,日期,收盤平均價
2001,85.00,08/10,25.20,11/06,43.34
2002,53.00,01/30,25.30,11/14,35.30
2003,46.00,07/21,29.90,10/23,36.42
2004,42.20,02/13,17.00,11/09,28.10
2005,21.40,02/21,8.40,10/28,14.78
2006,13.00,10/12,5.55,09/07,8.91
2007,20.00,04/16,6.01,05/31,11.89
2008,20.40,12/30,8.37,09/18,13.58
2009,52.50,05/26,12.10,03/24,30.70
2010,48.50,04/07,26.85,12/31,38.63
2011,28.15,01/10,16.85,08/10,22.84
2012,24.00,02/02,12.20,12/24,17.96
2013,20.55,11/01,8.28,09/12,13.71
2014,89.50,10/06,16.05,01/03,56.24
2015,151.00,12/18,58.80,08/06,117.91
2016,138.00,10/28,78.30,05/13,107.71
2017,264.50,06/08,71.20,07/12,134.04
