同開,	3018
Year,最高價,日期,最低價,日期,收盤平均價
2002,25.20,11/18,15.00,10/08,19.65
2003,19.50,1/20,12.50,5/02,15.07
2004,19.80,4/21,10.80,12/29,14.74
2005,18.95,7/14,8.31,11/08,12.61
2006,12.70,1/06,5.94,8/28,8.22
2007,7.25,1/11,2.42,5/29,3.67
2008,5.77,12/17,0.84,11/21,2.22
2009,20.55,12/08,3.72,1/06,10.63
2010,21.90,3/30,14.15,2/24,17.21
2011,21.30,1/27,10.90,12/30,16.23
2012,17.70,3/27,10.60,1/02,13.44
2013,15.85,5/17,11.60,10/21,13.45
2014,29.45,7/15,12.50,1/06,20.39
2015,23.10,3/25,13.60,7/20,18.10
2016,20.10,8/19,14.45,1/14,16.82
2017,88.90,9/22,17.70,1/10,48.04
2018,94.40,1/09,24.30,8/28,61.29
