大宇,	1445
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.50,2/21,4.93,11/23,9.77
2001,6.90,1/18,4.24,7/18,5.40
2002,8.75,3/26,4.51,9/17,5.79
2003,7.20,1/27,4.15,5/02,5.11
2004,8.55,4/14,4.53,8/18,5.72
2005,5.75,1/04,3.55,11/23,4.18
2006,6.12,12/29,3.34,4/04,4.01
2007,9.69,9/04,4.30,3/05,6.47
2008,8.32,4/16,4.20,10/28,6.29
2009,9.26,12/22,4.01,1/21,6.32
2010,11.45,11/10,7.10,2/08,8.72
2011,10.30,1/04,6.60,12/20,8.53
2012,8.12,3/27,6.60,11/13,7.30
2013,11.25,12/26,7.00,1/29,7.73
2014,11.25,1/02,8.45,10/16,9.75
2015,12.50,5/05,7.91,8/25,9.67
2016,10.95,7/11,8.52,11/09,9.38
2017,9.60,2/16,8.21,12/19,8.75
2018,8.79,1/25,7.05,10/19,8.12
2019,8.00,2/12,6.87,10/15,7.45
