美亞,	2020
Year,最高價,日期,最低價,日期,收盤平均價
2000,11.30,2/21,5.85,11/23,7.77
2001,9.95,3/28,5.05,12/03,6.94
2002,19.30,11/18,6.00,3/08,11.43
2003,21.80,1/21,14.20,3/10,17.59
2004,33.40,3/15,18.00,1/16,25.95
2005,26.20,2/21,12.50,12/01,19.16
2006,30.30,12/12,15.55,1/17,18.58
2007,49.00,7/31,24.55,12/18,33.60
2008,36.60,4/18,12.40,12/31,25.15
2009,29.40,12/15,11.30,1/16,17.87
2010,28.45,1/04,20.65,2/09,24.65
2011,26.20,1/05,12.80,12/19,19.13
2012,15.95,2/21,10.55,6/08,12.25
2013,14.40,10/03,11.40,4/08,12.99
2014,16.70,8/06,12.65,3/10,13.98
2015,15.55,3/24,11.95,12/28,13.68
2016,15.60,11/15,11.40,6/13,12.92
2017,15.25,2/15,12.90,7/17,13.74
2018,16.80,4/24,13.00,10/25,14.65
