利華,	1423
Year,最高價,日期,最低價,日期,收盤平均價
2000,11.00,2/22,2.62,11/22,5.96
2001,7.45,12/18,3.14,1/02,4.89
2002,10.45,6/25,4.14,10/04,6.88
2003,11.30,1/27,6.00,5/02,7.75
2004,10.10,2/10,5.05,8/18,6.55
2005,6.75,1/03,3.81,9/23,4.59
2006,8.55,12/07,3.40,3/27,5.31
2007,12.80,9/11,7.52,1/11,9.37
2008,11.55,3/25,3.15,11/21,7.36
2009,8.36,12/15,3.30,1/21,5.64
2010,9.78,10/18,6.85,2/06,8.25
2011,9.55,7/22,6.81,12/20,8.35
2012,8.30,3/07,6.49,11/05,7.27
2013,8.89,10/07,6.80,4/16,7.36
2014,8.46,1/06,7.20,5/15,7.86
2015,8.65,4/30,5.93,8/24,7.47
2016,7.16,1/26,6.10,6/16,6.62
2017,8.85,12/18,6.62,1/10,7.36
2018,12.00,4/26,7.81,2/06,9.85
