冠軍,	1806
Year,最高價,日期,最低價,日期,收盤平均價
2000,32.70,1/04,5.45,12/30,21.48
2001,9.65,3/27,1.77,10/08,4.29
2002,5.80,4/25,2.20,9/09,3.36
2003,11.00,12/29,2.88,5/02,5.57
2004,14.15,3/19,5.10,8/19,8.79
2005,9.70,1/07,5.21,10/28,6.84
2006,18.90,12/26,5.63,3/17,8.41
2007,21.40,7/19,11.50,12/18,16.85
2008,19.45,5/23,5.78,10/28,12.88
2009,22.30,12/10,6.02,3/03,11.48
2010,33.85,8/25,16.65,2/06,23.10
2011,25.90,4/12,11.20,12/20,20.16
2012,16.95,3/05,9.87,11/05,12.17
2013,14.40,10/29,9.38,6/25,11.32
2014,13.15,1/10,8.46,12/01,10.71
2015,10.00,1/05,5.50,8/26,8.02
2016,7.65,10/03,6.22,6/24,6.84
2017,9.09,3/24,6.96,1/12,7.65
2018,9.69,1/10,6.63,10/12,7.86
