濱川,	1569
Year,最高價,日期,最低價,日期,收盤平均價
2005,47.80,08/10,27.30,10/26,32.96
2006,37.10,01/05,28.35,11/13,32.47
2007,38.50,04/14,21.90,12/20,30.93
2008,25.90,03/04,12.10,12/31,20.35
2009,42.50,11/09,11.50,02/05,33.35
2010,73.30,04/07,31.80,11/10,54.11
2011,69.80,12/05,35.00,03/16,56.80
2012,82.40,03/05,31.05,11/01,57.61
2013,42.80,03/14,20.20,11/13,32.27
2014,27.40,10/01,19.70,05/15,23.49
2015,23.75,01/09,6.49,08/25,15.46
2016,34.70,11/30,9.00,06/14,25.00
2017,46.80,08/08,26.50,03/10,36.44
