東陽,	1319
Year,最高價,日期,最低價,日期,收盤平均價
2000,29.90,2/09,13.30,10/05,18.44
2001,17.30,4/18,12.10,9/19,13.94
2002,33.50,12/25,13.90,1/17,22.07
2003,62.00,10/22,30.00,1/02,44.69
2004,60.00,4/26,40.60,10/27,52.11
2005,50.50,1/12,38.10,5/13,43.27
2006,45.80,4/19,19.30,9/14,31.21
2007,42.00,9/05,23.55,12/18,32.28
2008,31.40,3/06,9.30,11/21,21.81
2009,61.50,12/10,11.25,1/05,34.73
2010,60.50,3/31,40.85,6/09,50.18
2011,44.30,1/05,27.05,9/14,35.72
2012,38.25,2/13,21.90,11/22,29.21
2013,50.50,10/15,25.00,1/17,36.90
2014,47.65,4/08,28.25,10/27,38.62
2015,41.95,12/29,25.05,8/25,34.75
2016,76.80,10/14,37.85,1/07,55.78
2017,67.40,9/19,49.65,4/17,57.28
