大恭,	4706
Year,最高價,日期,最低價,日期,收盤平均價
2000,36.50,03/10,8.25,12/28,22.18
2001,19.10,04/26,8.50,08/01,11.10
2002,22.20,07/08,10.80,01/14,14.08
2003,16.40,01/10,10.80,05/21,12.52
2004,14.00,02/10,10.30,12/28,11.77
2005,11.20,09/02,8.86,07/26,9.72
2006,10.75,05/09,8.20,08/21,9.31
2007,14.80,07/19,9.55,12/20,11.01
2008,13.60,05/22,7.72,12/24,9.96
2009,13.10,12/31,7.58,01/21,10.37
2010,20.55,08/16,11.30,02/06,16.85
2011,18.25,02/18,11.95,10/05,15.44
2012,16.05,09/27,12.50,07/19,14.32
2013,18.35,10/28,14.35,01/17,16.34
2014,18.20,01/13,15.30,10/28,17.02
2015,16.80,04/08,12.90,08/24,15.49
2016,24.95,09/21,14.70,01/07,20.75
2017,23.90,01/11,20.55,12/14,22.21
