宏大,	8932
Year,最高價,日期,最低價,日期,收盤平均價
2001,17.50,04/06,8.00,12/04,11.32
2002,11.30,04/29,7.05,10/31,8.70
2003,8.60,01/02,6.40,09/16,7.27
2004,9.20,01/16,4.68,11/02,6.77
2005,8.54,12/26,5.14,06/03,6.37
2006,9.90,08/02,6.10,05/10,7.78
2007,25.30,05/04,7.00,01/19,12.82
2008,29.20,06/06,6.40,11/13,14.98
2009,14.00,07/22,8.00,02/05,10.92
2010,15.15,04/29,9.21,02/06,11.87
2011,10.75,01/07,6.71,08/05,9.04
2012,8.30,09/10,6.36,07/26,7.30
2013,18.20,10/07,6.40,03/29,14.19
2014,17.00,04/22,9.90,11/18,14.27
2015,11.05,04/08,8.00,08/21,9.73
2016,12.80,01/07,7.80,12/29,9.96
2017,10.95,10/17,7.09,08/11,8.78
