互億,	6172
Year,最高價,日期,最低價,日期,收盤平均價
2004,28.40,5/24,15.90,7/22,19.82
2005,27.00,4/06,12.00,10/31,18.67
2006,18.90,1/09,8.80,9/04,11.89
2007,16.20,7/26,6.56,12/19,11.14
2008,8.43,4/28,2.14,11/25,5.01
2009,5.93,9/23,2.60,2/23,4.22
2010,19.95,5/13,5.20,2/09,10.13
2011,13.90,2/23,2.56,9/06,6.07
2012,6.90,3/09,2.13,11/05,4.24
2013,9.51,9/16,4.29,4/02,6.47
2014,9.00,5/14,5.13,10/07,6.78
2015,8.34,4/20,4.41,9/30,5.96
2016,12.05,10/27,5.87,1/19,8.62
2017,14.80,4/25,9.39,1/24,11.39
2018,18.70,11/27,9.99,7/30,12.39
2019,25.85,4/22,11.80,1/08,17.22
