台塑化,	6505
Year,最高價,日期,最低價,日期,收盤平均價
2003,51.50,12/30,46.00,12/26,49.30
2004,60.00,10/12,49.80,5/17,54.71
2005,67.50,6/24,55.00,7/21,61.90
2006,72.00,12/29,55.60,7/18,61.03
2007,108.00,11/01,65.70,3/07,83.81
2008,105.00,1/15,63.90,9/18,81.08
2009,87.90,5/05,55.00,3/03,75.72
2010,99.10,12/31,71.00,8/27,81.30
2011,112.00,7/25,76.60,8/19,93.55
2012,97.00,4/02,77.50,6/08,86.93
2013,88.50,1/03,69.00,6/25,79.56
2014,84.00,1/10,63.10,12/15,73.99
2015,84.40,10/12,63.90,8/24,74.37
2016,115.00,12/12,74.30,1/07,92.85
2017,119.00,6/27,101.00,5/10,106.66
2018,151.00,9/28,100.50,12/25,120.40
2019,119.00,6/19,94.00,8/16,105.92
