宏遠證,	6015
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.00,02/14,2.72,12/27,7.33
2001,5.80,02/16,2.29,11/09,3.66
2002,6.75,04/22,2.45,12/31,3.92
2003,4.26,01/24,2.31,05/22,3.29
2004,14.60,03/04,3.96,08/18,6.63
2005,7.75,10/20,4.34,04/18,5.33
2006,8.36,05/08,5.41,11/02,6.29
2007,18.95,10/03,6.51,05/30,11.07
2008,18.55,04/11,3.86,10/27,11.05
2009,11.65,12/31,4.63,01/21,8.29
2010,12.35,01/06,6.99,05/25,9.40
2011,10.55,01/04,4.18,12/19,7.69
2012,7.85,12/17,4.32,01/09,6.52
2013,12.40,06/24,7.56,01/02,9.93
2014,11.50,01/13,7.63,10/27,9.97
2015,9.80,04/27,4.78,08/25,7.89
2016,7.10,03/03,5.28,05/05,6.20
2017,8.98,09/19,6.38,01/19,7.58
