南僑,	1702
Year,最高價,日期,最低價,日期,收盤平均價
2000,12.70,2/22,3.06,11/02,5.94
2001,6.60,3/26,3.19,11/29,4.37
2002,9.25,2/20,4.05,10/14,6.44
2003,7.45,11/06,4.65,5/02,6.03
2004,11.40,3/05,5.70,11/02,7.26
2005,7.50,1/04,4.46,9/29,5.35
2006,7.27,12/29,4.25,9/15,5.18
2007,15.50,10/01,7.10,12/21,10.24
2008,14.30,5/23,3.95,9/18,8.02
2009,32.20,12/23,4.08,3/03,11.96
2010,48.50,4/29,22.55,2/06,37.05
2011,46.10,3/21,18.40,10/05,33.20
2012,36.45,3/03,22.65,1/02,29.16
2013,52.60,10/22,27.10,4/16,37.06
2014,72.10,7/15,40.75,1/17,56.89
2015,77.40,8/18,54.10,1/12,66.60
2016,72.50,8/08,56.60,1/14,65.05
2017,67.50,7/06,57.10,4/21,62.15
2018,65.70,1/18,39.70,10/19,55.76
