禾昌,	6158
Year,最高價,日期,最低價,日期,收盤平均價
2002,173.00,03/27,49.20,02/19,100.39
2003,74.50,01/13,47.00,04/03,61.38
2004,73.50,02/17,24.20,12/31,51.44
2005,68.00,08/02,24.10,01/26,42.09
2006,55.80,04/14,29.10,09/15,40.05
2007,82.10,08/31,32.80,12/18,47.86
2008,51.60,05/19,16.00,12/05,34.48
2009,73.50,12/08,17.60,01/21,47.53
2010,75.50,01/06,36.55,11/09,60.24
2011,42.90,01/03,16.05,12/20,31.08
2012,24.90,03/09,15.25,10/29,19.97
2013,18.45,01/07,12.00,11/19,15.47
2014,16.65,02/21,11.90,12/01,14.58
2015,19.90,12/31,6.50,08/25,14.17
2016,23.60,02/24,12.10,06/27,17.86
2017,28.60,05/26,17.30,01/03,22.08
