偉詮電,	2436
Year,最高價,日期,最低價,日期,收盤平均價
2000,109.50,9/14,43.00,12/28,66.20
2001,81.00,4/24,18.70,10/08,49.92
2002,61.00,1/28,28.00,8/06,41.53
2003,33.50,1/13,22.60,5/05,26.41
2004,28.40,3/04,12.00,12/06,19.47
2005,16.40,3/11,10.20,10/17,12.76
2006,18.15,12/29,10.20,9/08,12.36
2007,60.60,7/26,18.80,1/02,34.07
2008,38.50,1/02,9.63,11/19,24.46
2009,32.95,12/31,11.20,1/21,22.28
2010,32.40,1/04,20.20,5/26,25.24
2011,26.45,1/19,12.50,12/20,19.16
2012,18.00,3/22,9.78,11/21,13.18
2013,29.50,10/30,11.35,1/09,18.55
2014,37.95,2/25,24.45,1/14,31.54
2015,36.20,3/04,12.40,8/25,24.58
2016,25.50,3/24,16.60,1/18,21.70
2017,33.35,10/25,21.10,1/16,27.34
2018,31.55,1/05,20.30,10/29,26.76
2019,29.10,8/29,22.30,1/02,25.83
