翔名,	8091
Year,最高價,日期,最低價,日期,收盤平均價
2004,27.90,07/09,21.20,08/23,23.77
2005,29.20,03/14,15.60,10/28,21.77
2006,51.00,05/19,18.60,02/03,25.59
2007,47.80,07/23,28.20,12/20,36.23
2008,37.60,05/20,13.40,12/29,27.74
2009,34.00,12/17,13.20,01/16,22.48
2010,69.20,12/14,28.60,02/06,49.72
2011,76.50,05/09,43.50,12/09,62.37
2012,74.70,03/19,47.25,01/09,63.85
2013,76.70,02/26,48.40,08/29,62.21
2014,59.20,03/06,45.80,10/27,53.96
2015,82.80,06/02,45.00,08/25,66.58
2016,67.20,03/21,46.60,05/17,57.72
2017,137.00,12/15,51.20,02/20,74.69
