愛地雅,	8933
Year,最高價,日期,最低價,日期,收盤平均價
2001,17.40,04/10,8.40,10/30,12.11
2002,24.50,05/10,11.70,01/29,18.77
2003,24.30,01/27,17.50,10/28,19.75
2004,18.90,01/08,12.60,11/03,15.13
2005,13.95,02/14,10.80,09/06,12.56
2006,13.40,05/02,9.94,11/22,11.44
2007,37.60,08/13,10.00,03/05,19.01
2008,25.45,05/26,7.71,10/27,15.17
2009,31.20,09/21,8.00,01/21,23.92
2010,27.70,01/05,13.30,11/03,19.92
2011,18.50,05/13,8.11,12/20,15.16
2012,13.25,04/18,8.82,01/13,11.18
2013,21.40,05/23,9.95,01/02,16.56
2014,23.60,03/06,12.30,10/27,19.13
2015,18.90,11/06,11.20,08/25,16.23
2016,15.90,03/23,10.35,11/09,13.38
2017,14.80,12/26,10.25,05/18,12.34
