亞崴,	1530
Year,最高價,日期,最低價,日期,收盤平均價
2000,12.35,9/13,7.70,11/21,9.19
2001,12.75,2/15,5.95,9/21,9.00
2002,18.00,12/11,8.85,1/30,11.93
2003,46.50,11/20,15.10,1/02,29.47
2004,56.00,3/15,32.80,7/22,42.47
2005,57.80,3/25,43.00,1/14,49.22
2006,72.50,12/15,48.00,1/02,57.91
2007,93.10,1/25,49.20,11/13,74.53
2008,61.00,4/29,20.95,10/28,44.95
2009,38.20,12/15,21.00,1/21,27.73
2010,44.95,4/09,30.60,2/06,35.42
2011,41.00,1/05,21.90,10/03,31.45
2012,38.90,2/10,26.00,1/10,31.11
2013,36.30,11/01,28.65,8/29,31.44
2014,67.50,4/07,34.10,1/06,47.38
2015,49.90,3/10,24.00,8/25,36.12
2016,33.50,3/07,26.75,8/24,29.08
2017,39.90,9/11,28.10,1/04,31.73
2018,40.25,6/14,28.50,10/30,33.14
