聚碩,	6112
Year,最高價,日期,最低價,日期,收盤平均價
2003,16.60,8/04,12.25,9/12,13.85
2004,18.50,3/10,8.40,9/21,11.31
2005,13.50,7/07,7.20,10/28,9.70
2006,17.50,12/04,8.60,2/23,12.44
2007,29.40,7/13,15.60,12/21,22.03
2008,25.60,5/22,8.42,11/21,17.38
2009,30.00,12/31,9.63,1/21,15.58
2010,30.20,1/04,19.25,2/08,23.98
2011,29.70,8/02,20.00,12/20,23.72
2012,33.55,7/09,21.10,1/12,27.26
2013,34.50,7/22,27.50,1/17,30.81
2014,40.60,6/06,30.90,1/06,35.27
2015,37.80,3/24,22.60,8/25,30.19
2016,29.80,7/15,24.50,1/27,26.76
2017,31.85,7/05,26.65,1/03,29.41
2018,37.50,7/27,27.55,10/29,32.19
