德宏,	5475
Year,最高價,日期,最低價,日期,收盤平均價
2001,78.00,03/15,8.90,10/08,35.58
2002,29.90,04/04,7.05,12/30,15.00
2003,16.50,12/26,6.60,05/02,10.49
2004,35.90,10/06,14.80,01/12,25.26
2005,24.35,03/10,8.35,11/08,15.55
2006,17.70,05/23,12.30,01/18,14.57
2007,17.80,07/23,8.16,12/18,13.57
2008,10.15,04/30,1.95,11/20,6.35
2009,11.40,12/30,2.10,01/13,8.33
2010,22.00,08/06,7.92,02/08,16.47
2011,20.60,02/16,6.70,12/20,16.62
2012,12.90,03/12,7.50,11/06,10.08
2013,9.70,02/05,6.02,11/22,8.07
2014,10.75,06/16,6.37,10/16,8.83
2015,8.19,01/28,3.00,08/25,6.25
2016,4.49,03/09,2.77,06/21,3.44
2017,11.30,08/25,3.06,01/04,7.69
