富爾特,	6136
Year,最高價,日期,最低價,日期,收盤平均價
2003,88.00,11/17,68.00,9/04,76.87
2004,90.00,2/23,25.00,12/31,55.40
2005,29.85,3/11,15.75,12/02,21.93
2006,21.55,5/22,12.35,3/23,16.10
2007,31.00,10/29,17.55,3/06,23.42
2008,30.50,5/22,10.65,11/20,20.80
2009,34.20,12/31,11.80,1/21,22.20
2010,42.80,1/19,29.10,2/06,34.59
2011,42.25,4/08,24.90,11/24,33.37
2012,31.40,3/27,22.20,10/30,26.84
2013,29.30,6/19,23.55,10/18,25.25
2014,28.70,3/14,24.25,10/16,26.30
2015,28.00,3/26,19.35,8/25,25.15
2016,25.20,3/22,22.20,1/22,23.53
2017,26.20,3/23,23.45,7/11,24.34
