國碩,	2406
Year,最高價,日期,最低價,日期,收盤平均價
2000,117.00,5/10,9.65,12/27,40.16
2001,38.40,3/22,9.90,9/24,21.53
2002,22.90,4/03,8.10,12/20,13.36
2003,20.60,11/04,5.90,5/02,13.52
2004,28.30,4/19,10.30,12/01,16.11
2005,12.25,1/03,4.80,10/20,8.17
2006,8.49,12/20,4.60,9/14,5.62
2007,17.30,7/30,5.92,3/01,9.91
2008,12.35,5/22,1.65,11/21,6.24
2009,37.00,12/10,2.27,1/21,11.66
2010,55.70,9/14,25.90,2/08,41.92
2011,59.50,2/21,12.80,11/24,34.89
2012,31.00,2/23,14.80,11/01,22.19
2013,34.30,12/31,16.50,8/22,21.86
2014,47.40,3/06,21.20,12/01,32.87
2015,40.20,12/07,12.80,8/25,24.99
2016,35.85,1/04,19.10,11/14,25.20
2017,26.00,2/20,14.30,8/14,19.70
2018,17.15,1/08,6.76,10/26,11.22
2019,13.30,12/30,5.75,4/01,8.19
