揚博,	2493
Year,最高價,日期,最低價,日期,收盤平均價
2002,51.00,3/15,14.70,12/25,28.54
2003,17.20,1/13,9.50,8/28,12.90
2004,16.20,3/04,10.80,1/02,12.98
2005,17.75,7/29,11.10,1/24,13.09
2006,18.85,5/23,11.30,2/27,13.85
2007,22.30,6/12,9.60,12/21,16.10
2008,14.90,5/23,4.60,11/21,9.88
2009,26.45,12/15,6.37,2/02,10.76
2010,22.30,10/04,14.80,5/07,18.57
2011,24.45,5/19,16.30,3/17,20.38
2012,31.40,3/26,20.00,1/02,25.68
2013,29.20,4/03,22.50,11/14,25.91
2014,32.30,7/01,23.55,1/03,27.76
2015,32.90,4/15,15.00,8/25,24.90
2016,27.45,12/19,19.50,1/08,25.25
2017,30.60,3/09,24.45,8/11,26.93
2018,27.85,8/23,23.50,10/30,25.75
2019,32.40,4/26,24.20,1/04,28.13
