中化,	1701
Year,最高價,日期,最低價,日期,收盤平均價
2000,20.70,5/30,6.85,11/22,13.09
2001,13.10,3/16,5.60,7/19,8.05
2002,12.20,4/26,6.45,9/25,8.55
2003,11.30,12/25,7.35,3/11,8.81
2004,16.20,3/08,9.60,8/18,12.63
2005,15.40,1/03,7.93,9/28,11.99
2006,13.50,5/25,8.95,9/15,10.71
2007,32.25,7/26,10.50,3/05,17.00
2008,24.30,4/18,9.21,9/18,15.79
2009,26.80,8/27,11.30,3/03,20.16
2010,33.75,12/01,16.10,2/06,23.73
2011,29.40,1/05,15.20,12/20,22.51
2012,24.70,3/05,16.15,6/04,19.47
2013,25.75,10/31,19.55,1/17,21.69
2014,23.90,2/25,19.30,12/01,22.08
2015,21.90,12/03,14.60,8/25,19.32
2016,20.55,2/18,17.60,11/09,18.54
2017,20.70,2/17,17.65,9/25,18.52
