芮特-KY,	6514
Year,最高價,日期,最低價,日期,收盤平均價
2015,126.00,12/02,68.20,12/14,88.10
2016,75.50,02/24,30.00,11/04,57.59
2017,53.90,06/27,32.10,12/29,43.63
