合世,	1781
Year,最高價,日期,最低價,日期,收盤平均價
2004,148.50,12/27,139.00,12/24,141.50
2005,138.00,01/03,20.25,10/20,75.52
2006,32.00,05/16,17.90,03/30,21.37
2007,58.90,07/24,21.20,12/18,32.74
2008,33.80,05/15,7.05,12/03,18.52
2009,22.60,04/17,6.70,03/03,15.86
2010,45.00,09/09,13.85,02/06,31.94
2011,33.00,04/29,11.05,12/20,24.65
2012,51.80,12/20,11.85,01/13,35.66
2013,64.50,04/09,33.30,11/14,51.40
2014,40.90,07/04,19.40,12/01,32.83
2015,38.60,03/23,19.80,08/25,29.39
2016,25.80,03/16,17.00,11/09,22.07
2017,21.00,02/15,11.25,12/06,15.68
