永日,	4102
Year,最高價,日期,最低價,日期,收盤平均價
2001,30.70,04/11,11.15,10/08,16.92
2002,18.80,04/24,11.00,10/14,14.66
2003,16.70,04/10,11.25,09/09,12.22
2004,14.35,02/03,10.00,08/04,11.61
2005,18.45,11/17,10.80,10/12,12.58
2006,14.75,03/10,10.90,09/14,12.57
2007,40.80,07/19,12.40,03/06,19.83
2008,22.65,04/25,10.65,12/23,15.53
2009,50.00,08/27,12.25,01/08,40.68
2010,86.80,11/23,30.55,02/06,61.94
2011,86.00,07/21,34.00,12/20,60.69
2012,55.20,02/14,26.35,11/21,43.09
2013,37.30,04/08,26.35,08/28,32.07
2014,31.70,07/04,17.75,10/28,27.83
2015,29.70,12/07,14.95,08/19,22.49
2016,27.70,03/14,16.50,11/29,22.99
2017,19.50,02/13,16.00,08/30,17.52
