晉倫,	6151
Year,最高價,日期,最低價,日期,收盤平均價
2002,44.60,03/25,11.00,12/30,22.82
2003,27.30,10/07,10.65,02/13,17.56
2004,24.90,11/19,15.80,08/09,19.66
2005,20.40,03/09,16.20,06/16,17.76
2006,21.65,12/08,17.60,07/17,19.48
2007,23.95,06/29,14.55,12/21,19.12
2008,16.80,05/21,7.75,12/29,13.30
2009,30.65,12/31,7.62,02/12,22.74
2010,92.50,12/20,25.70,02/06,46.89
2011,83.20,01/03,17.70,11/25,50.91
2012,29.25,04/03,13.50,10/30,22.66
2013,26.20,07/25,16.15,01/09,21.16
2014,24.60,03/18,16.10,10/27,21.37
2015,24.60,06/22,17.20,02/10,21.07
2016,29.20,03/01,21.55,01/21,25.34
2017,30.00,06/05,23.25,12/07,26.19
