裕隆,	2201
Year,最高價,日期,最低價,日期,收盤平均價
2000,31.40,2/21,18.60,10/19,23.41
2001,24.30,1/29,11.90,7/24,16.89
2002,47.00,12/19,15.30,2/26,24.82
2003,48.00,1/21,33.40,4/28,41.67
2004,52.50,3/19,28.20,8/03,38.65
2005,41.95,3/07,31.90,9/29,36.20
2006,42.75,12/06,28.50,3/29,34.94
2007,45.50,7/19,28.25,12/24,36.98
2008,48.95,3/06,11.10,10/28,29.16
2009,42.60,10/19,11.70,1/21,28.85
2010,65.20,10/06,27.75,2/06,43.53
2011,78.70,7/21,45.30,12/19,62.45
2012,64.20,2/09,45.35,4/24,53.86
2013,57.40,1/03,44.80,6/25,50.90
2014,56.30,1/03,41.40,10/17,48.05
2015,46.70,1/15,24.60,8/24,36.72
2016,31.75,3/23,26.00,11/24,28.16
2017,29.45,2/16,22.15,12/13,26.34
2018,24.55,5/21,17.45,10/29,21.39
