德律,	3030
Year,最高價,日期,最低價,日期,收盤平均價
2002,35.00,11/13,28.50,12/30,31.33
2003,39.70,7/15,23.80,4/01,30.90
2004,55.00,9/13,27.40,1/05,37.40
2005,39.40,3/08,22.30,10/28,30.04
2006,48.65,8/16,29.10,1/02,39.55
2007,80.00,8/09,37.20,5/07,50.39
2008,53.20,6/10,12.55,11/21,34.12
2009,39.50,12/28,13.20,2/02,22.70
2010,50.30,5/14,33.65,2/06,42.85
2011,62.80,5/05,26.20,12/19,43.13
2012,55.40,12/28,27.65,1/02,44.05
2013,56.00,1/03,37.00,8/22,44.99
2014,57.40,8/06,41.50,1/02,49.77
2015,73.50,6/02,45.10,8/24,56.43
2016,50.90,3/07,36.35,10/28,43.09
2017,45.05,3/22,35.60,8/14,40.04
