雙喜,	5516
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.10,02/23,11.10,12/21,12.89
2001,13.50,12/27,10.55,11/09,11.84
2002,16.00,04/26,10.00,10/08,11.97
2003,13.00,02/06,9.40,09/19,10.80
2004,14.05,03/08,10.10,10/26,11.80
2005,12.80,11/07,9.68,05/25,11.18
2006,16.85,01/25,10.20,08/30,12.11
2007,19.25,01/24,8.65,12/26,12.54
2008,12.65,06/17,5.92,12/29,9.90
2009,14.90,06/26,5.13,02/06,11.63
2010,16.90,04/30,10.85,02/06,13.25
2011,20.50,11/07,11.75,03/07,14.96
2012,26.35,04/03,11.55,11/28,18.09
2013,15.35,05/21,12.00,11/21,13.76
2014,13.30,01/17,9.23,11/24,11.06
2015,12.90,01/08,9.01,12/29,10.97
2016,13.15,09/22,8.25,01/28,10.70
2017,10.75,09/22,7.78,05/31,9.22
