奇力新,	2456
Year,最高價,日期,最低價,日期,收盤平均價
2001,47.00,12/13,21.50,10/09,33.04
2002,59.00,4/04,13.50,9/30,29.89
2003,23.60,12/04,12.10,5/02,16.68
2004,26.90,4/13,11.80,11/30,18.10
2005,18.30,7/22,11.30,1/27,14.36
2006,22.80,1/10,15.30,6/09,18.07
2007,35.10,6/28,15.40,12/18,25.23
2008,18.45,1/02,6.00,11/21,12.88
2009,24.60,12/29,6.55,1/21,12.07
2010,35.60,5/13,21.15,1/08,29.19
2011,30.65,1/07,10.90,11/24,20.42
2012,18.90,9/28,12.25,1/02,15.66
2013,30.75,12/24,16.00,4/08,20.03
2014,36.45,9/10,23.15,4/30,29.12
2015,75.20,5/15,33.00,1/13,52.52
2016,80.30,10/04,47.20,5/05,64.62
2017,114.00,11/17,69.90,1/17,84.53
2018,208.00,6/12,70.90,10/30,110.24
