宏益,	1452
Year,最高價,日期,最低價,日期,收盤平均價
2000,15.90,2/21,2.71,11/23,7.97
2001,6.50,4/10,2.75,7/19,4.36
2002,10.45,3/27,5.20,10/15,6.84
2003,11.20,1/24,4.09,5/02,6.56
2004,9.40,2/11,5.45,7/22,7.14
2005,7.40,1/04,4.42,4/18,5.65
2006,7.70,12/29,4.88,3/29,5.93
2007,13.45,7/24,7.13,1/08,9.68
2008,11.65,3/06,4.70,10/28,7.83
2009,9.25,12/24,5.01,3/04,6.80
2010,18.50,12/27,7.76,2/06,12.47
2011,19.15,2/08,7.76,12/20,13.24
2012,11.00,2/16,8.21,7/17,9.27
2013,11.30,12/26,9.35,8/28,9.90
2014,13.10,12/25,10.30,2/05,11.84
2015,42.70,6/24,12.65,1/07,26.30
2016,25.80,3/01,17.50,5/18,21.26
2017,27.35,6/26,20.00,1/03,22.46
2018,23.35,1/15,15.10,10/30,19.64
2019,21.00,6/28,16.70,1/04,18.98
