亞泥,	1102
Year,最高價,日期,最低價,日期,收盤平均價
2000,43.30,2/21,13.40,10/03,22.26
2001,20.30,1/04,8.70,11/05,12.23
2002,15.10,4/25,8.80,10/04,11.63
2003,18.80,12/29,10.75,4/28,14.66
2004,27.30,3/15,15.20,8/09,20.47
2005,22.80,1/03,16.80,10/20,19.88
2006,33.00,12/04,18.50,1/02,24.32
2007,58.90,10/12,29.85,3/05,40.70
2008,61.30,5/20,16.20,10/29,41.52
2009,39.00,5/19,23.05,1/21,33.45
2010,36.10,1/06,25.65,5/21,30.69
2011,48.30,7/22,28.25,9/26,35.72
2012,40.10,8/13,32.90,5/18,36.29
2013,40.30,10/17,34.85,6/25,37.41
2014,44.50,8/25,35.60,2/05,39.29
2015,39.85,4/24,26.85,12/16,35.33
2016,31.15,8/24,23.00,5/26,27.52
2017,32.00,4/06,25.50,6/19,27.74
2018,45.75,8/29,26.70,2/09,34.10
2019,48.90,6/27,33.55,1/04,42.62
