商丞,	8277
Year,最高價,日期,最低價,日期,收盤平均價
2004,26.10,12/29,24.80,12/30,25.56
2005,43.65,07/28,19.10,10/20,28.62
2006,34.30,01/11,16.20,08/29,22.78
2007,31.50,07/13,11.60,12/18,22.97
2008,17.85,05/14,2.44,11/20,10.22
2009,112.00,12/31,2.00,06/25,16.98
2010,127.50,01/05,35.25,11/09,75.02
2011,48.80,02/08,11.80,12/20,28.07
2012,22.35,02/16,10.70,11/06,17.64
2013,27.90,05/07,13.15,01/02,20.52
2014,26.00,07/29,12.60,10/27,19.26
2015,16.85,01/14,3.91,08/25,10.20
2016,15.10,07/07,5.88,01/14,11.58
2017,12.15,03/27,7.67,08/15,10.48
