元山,	6275
Year,最高價,日期,最低價,日期,收盤平均價
2004,15.70,12/24,15.20,12/31,15.38
2005,16.75,07/20,12.60,03/08,14.15
2006,23.90,02/08,13.70,11/06,16.41
2007,44.80,07/31,17.05,01/05,25.01
2008,22.00,04/22,5.15,12/05,14.37
2009,16.35,12/31,5.12,02/10,11.54
2010,32.50,07/30,11.25,02/06,23.64
2011,26.20,02/21,9.85,11/24,20.34
2012,19.80,04/11,11.35,01/02,16.35
2013,15.65,03/06,12.45,11/15,14.03
2014,20.70,05/30,12.70,03/28,17.28
2015,19.40,04/29,8.70,08/25,16.83
2016,17.50,08/17,10.65,01/18,14.72
2017,23.75,08/24,14.35,01/11,19.32
