遠百,	2903
Year,最高價,日期,最低價,日期,收盤平均價
2000,25.50,2/21,9.35,12/28,15.31
2001,12.50,2/21,5.50,9/24,8.41
2002,10.20,4/25,5.00,10/08,7.29
2003,14.30,11/06,5.55,5/09,9.58
2004,19.30,2/09,12.10,6/04,16.26
2005,22.10,8/23,14.00,4/21,17.98
2006,21.50,12/11,14.50,9/15,17.04
2007,42.50,10/22,18.60,1/11,28.30
2008,62.10,3/06,12.10,11/14,34.40
2009,38.50,10/09,12.10,3/03,27.82
2010,50.00,12/21,22.50,2/09,33.17
2011,65.50,7/22,29.50,12/19,48.06
2012,45.10,2/10,25.40,6/04,31.90
2013,32.95,10/07,25.30,4/09,28.98
2014,31.10,7/28,26.00,12/02,28.03
2015,28.10,1/05,14.00,8/25,21.21
2016,18.60,7/25,15.50,11/14,16.89
2017,16.60,2/10,14.60,8/16,15.52
2018,20.10,5/28,14.85,10/25,17.03
2019,27.10,11/20,15.40,1/04,20.80
