艾訊,	3088
Year,最高價,日期,最低價,日期,收盤平均價
2005,46.50,12/23,22.60,11/10,27.81
2006,55.00,10/14,38.65,01/23,45.47
2007,93.00,07/27,39.20,12/18,60.34
2008,52.00,04/10,14.10,11/20,33.37
2009,32.35,12/17,15.55,01/21,25.77
2010,38.50,12/28,23.65,05/25,29.78
2011,43.20,03/07,18.50,12/09,32.70
2012,27.40,12/28,18.90,08/09,23.06
2013,57.50,12/23,24.60,01/17,40.44
2014,82.60,09/02,50.80,02/05,69.08
2015,81.30,04/23,45.00,08/03,70.17
2016,79.60,03/01,51.50,11/09,67.15
2017,67.50,04/11,50.30,09/29,56.40
