應華,	5392
Year,最高價,日期,最低價,日期,收盤平均價
2000,62.50,03/08,5.80,12/30,19.54
2001,11.80,03/27,3.10,10/17,6.36
2002,15.50,04/17,3.80,12/27,9.25
2003,9.55,07/30,3.89,01/02,6.82
2004,24.00,12/21,7.85,01/02,13.51
2005,50.80,12/29,22.05,04/04,30.81
2006,57.00,04/26,31.55,07/27,43.85
2007,250.00,08/09,44.00,01/03,140.26
2008,172.50,05/21,62.50,12/05,119.78
2009,215.50,09/08,68.00,01/21,151.69
2010,203.50,01/04,118.00,11/08,152.71
2011,131.50,01/03,48.70,12/19,89.88
2012,76.70,03/02,44.50,11/21,58.39
2013,55.50,10/07,44.00,04/16,50.84
2014,102.50,10/02,43.20,05/14,73.45
2015,84.90,03/10,43.25,08/25,67.46
2016,66.50,08/08,43.25,05/12,55.60
2017,66.60,12/25,45.85,01/09,56.80
