松和,	5016
Year,最高價,日期,最低價,日期,收盤平均價
2001,12.20,03/06,8.00,11/26,10.66
2002,26.70,05/29,8.80,03/04,14.71
2003,19.50,01/28,13.00,10/01,14.89
2004,37.70,10/13,15.30,01/14,24.47
2005,33.00,03/01,16.60,10/27,23.96
2006,24.30,01/10,15.30,08/01,18.31
2007,24.65,07/17,18.10,12/26,20.42
2008,27.20,11/10,17.85,10/27,21.83
2009,25.45,04/23,17.30,09/03,21.46
2010,42.45,12/31,17.10,02/06,28.37
2011,64.50,03/24,26.10,12/19,43.41
2012,37.90,02/21,20.60,11/05,29.73
2013,35.65,03/25,22.00,07/09,27.42
2014,31.85,07/01,25.30,02/05,28.05
2015,29.40,04/07,19.30,08/25,26.25
2016,37.55,12/23,22.45,06/23,31.25
2017,36.50,03/17,30.80,07/25,34.01
