茂綸,	6227
Year,最高價,日期,最低價,日期,收盤平均價
2003,74.50,01/14,42.80,05/12,53.53
2004,64.50,02/19,31.40,09/20,44.53
2005,40.60,02/17,20.60,10/28,30.47
2006,28.10,01/05,18.65,09/15,22.78
2007,28.95,07/06,14.50,12/18,21.18
2008,17.00,04/23,7.28,10/27,13.03
2009,18.15,12/16,8.64,01/15,14.58
2010,28.20,08/26,15.75,01/08,19.99
2011,19.00,01/03,9.30,11/24,14.60
2012,13.30,03/19,9.62,01/17,11.78
2013,14.20,12/20,10.20,09/24,12.40
2014,22.30,10/07,12.50,02/05,17.30
2015,20.95,11/02,11.05,08/25,16.79
2016,50.90,04/08,15.50,01/07,34.74
2017,26.45,01/05,18.75,09/29,22.58
