鴻海,	2317
Year,最高價,日期,最低價,日期,收盤平均價
2000,375.00,3/30,146.50,10/19,245.50
2001,219.00,1/31,93.00,9/24,167.90
2002,192.00,1/10,100.50,10/14,145.03
2003,168.00,7/28,97.50,4/28,131.24
2004,157.00,1/28,107.50,8/30,131.60
2005,187.50,7/21,134.00,1/14,156.48
2006,243.00,11/23,176.50,8/23,208.13
2007,300.00,6/21,169.00,12/17,238.71
2008,202.00,1/02,52.60,11/21,141.22
2009,151.50,12/31,58.40,1/21,105.91
2010,155.50,1/05,106.00,9/09,126.81
2011,126.50,2/08,61.50,8/25,92.89
2012,117.00,3/29,79.00,8/03,92.08
2013,89.90,1/02,68.80,6/21,78.46
2014,113.00,7/14,78.90,1/07,93.33
2015,99.70,6/25,77.90,8/24,89.07
2016,90.10,8/09,72.50,5/10,81.29
2017,122.50,8/08,83.00,1/19,102.91
2018,97.40,1/22,67.60,12/10,82.66
2019,97.20,4/18,67.00,1/04,78.40
