誠美材,	4960
Year,最高價,日期,最低價,日期,收盤平均價
2011,23.45,11/17,15.40,10/24,19.44
2012,41.05,3/05,18.60,1/09,30.73
2013,39.20,6/04,27.60,10/15,33.98
2014,42.35,1/09,29.20,10/16,35.44
2015,34.80,3/25,15.75,8/25,26.60
2016,23.00,3/08,10.40,11/14,15.56
2017,16.90,4/19,11.35,12/15,13.77
2018,13.50,1/16,6.80,10/26,10.33
2019,14.45,3/13,6.00,12/05,9.59
