國揚,	2505
Year,最高價,日期,最低價,日期,收盤平均價
2000,10.70,2/22,0.91,12/12,3.57
2001,3.44,4/09,0.97,1/02,1.74
2002,8.75,7/22,1.43,1/02,3.56
2003,6.90,11/07,2.70,3/11,4.57
2004,16.60,11/16,6.00,1/02,11.06
2005,17.40,1/07,7.98,4/18,11.46
2006,35.80,12/08,8.90,2/23,15.41
2007,34.75,7/26,12.65,12/21,24.13
2008,33.45,4/15,6.68,11/21,17.50
2009,21.70,6/08,6.12,3/03,14.44
2010,26.80,4/15,16.50,1/04,22.06
2011,25.65,1/05,8.71,12/20,17.73
2012,17.30,12/26,10.00,1/13,13.05
2013,22.45,7/17,15.70,1/17,19.32
2014,19.70,1/02,12.35,10/27,15.19
2015,14.85,5/04,8.99,8/25,12.64
2016,14.15,9/14,10.00,1/07,11.99
2017,18.10,12/25,11.70,1/11,13.42
2018,18.10,1/18,10.50,10/12,13.81
2019,18.25,12/11,11.30,5/20,13.06
