宏遠,	1460
Year,最高價,日期,最低價,日期,收盤平均價
2000,15.30,2/21,4.21,10/20,8.53
2001,8.90,5/02,5.65,1/15,7.18
2002,9.45,3/26,4.60,10/07,6.95
2003,8.60,1/23,4.75,4/28,5.97
2004,11.55,3/15,6.10,1/02,8.91
2005,10.55,1/03,5.49,10/20,7.02
2006,7.50,12/04,4.70,3/28,5.68
2007,11.55,10/17,6.20,1/12,8.04
2008,8.99,4/17,3.27,10/28,6.30
2009,7.28,10/20,3.70,3/03,5.58
2010,8.07,10/18,5.20,2/06,6.65
2011,9.90,2/23,5.30,8/11,6.96
2012,10.25,5/04,6.00,1/13,7.92
2013,9.42,10/18,6.65,4/10,7.82
2014,19.40,6/11,9.35,1/02,13.99
2015,20.70,5/21,11.20,8/25,16.19
2016,18.35,12/02,13.05,1/12,15.74
2017,17.90,2/20,13.75,12/08,15.81
2018,15.00,1/22,11.50,12/28,13.15
