聯上,	4113
Year,最高價,日期,最低價,日期,收盤平均價
2003,24.20,07/22,12.90,11/10,18.11
2004,18.80,02/03,2.08,10/05,9.02
2005,3.70,06/08,1.77,09/13,2.84
2006,7.93,05/16,1.86,01/05,5.63
2007,16.00,09/17,5.32,01/04,9.33
2008,13.25,04/18,6.05,12/26,10.05
2009,32.95,08/21,4.12,02/11,22.66
2010,35.50,04/23,14.60,11/05,24.53
2011,19.55,01/03,11.50,11/28,16.37
2012,23.95,06/11,12.60,01/02,19.94
2013,30.30,06/05,19.30,01/17,25.29
2014,26.15,04/16,18.95,10/27,22.26
2015,25.95,04/14,9.60,12/17,20.10
2016,12.50,03/25,8.86,11/10,10.28
2017,11.10,09/19,8.85,01/17,10.07
