邑錡,	7402
Year,最高價,日期,最低價,日期,收盤平均價
2015,119.00,12/29,95.20,12/31,107.94
2016,98.90,01/04,57.00,12/13,79.20
2017,96.50,04/18,42.70,12/19,76.29
