老爺知,	5704
Year,最高價,日期,最低價,日期,收盤平均價
2000,29.20,02/15,17.30,10/23,22.39
2001,20.80,08/13,15.80,12/14,18.57
2002,19.20,07/30,14.20,10/18,16.96
2003,19.00,03/14,13.20,04/22,15.88
2004,23.10,12/31,13.85,06/01,17.56
2005,27.50,06/06,17.90,01/27,21.58
2006,45.50,05/03,17.90,04/04,31.00
2007,34.80,02/09,21.45,11/12,27.55
2008,34.20,03/24,14.60,12/04,24.19
2009,27.45,04/24,14.30,01/15,20.87
2010,26.40,08/27,17.65,05/27,21.01
2011,24.80,01/19,17.40,12/20,21.58
2012,22.80,08/23,17.00,07/16,20.12
2013,26.10,08/12,18.80,01/15,22.22
2014,46.20,07/02,20.10,04/28,36.69
2015,47.50,03/30,23.10,08/24,37.27
2016,48.10,03/07,25.00,05/13,35.68
2017,26.80,06/13,22.35,12/07,24.43
