益登,	3048
Year,最高價,日期,最低價,日期,收盤平均價
2002,93.00,10/01,65.50,10/15,79.31
2003,87.50,6/24,54.50,12/31,67.84
2004,63.50,2/16,22.00,11/02,38.30
2005,30.60,7/26,19.70,1/26,24.13
2006,23.35,1/09,10.30,9/15,15.98
2007,24.60,6/29,14.10,3/06,18.85
2008,19.30,5/22,4.66,11/21,13.32
2009,18.85,12/31,5.31,1/21,10.25
2010,21.70,1/19,15.00,2/06,17.16
2011,16.40,1/04,7.50,12/20,11.96
2012,11.65,3/16,8.03,1/02,9.70
2013,15.00,10/25,10.45,1/02,11.89
2014,31.05,7/10,13.65,1/02,22.46
2015,31.50,3/20,14.20,8/25,24.09
2016,20.05,3/15,15.30,5/16,17.38
2017,21.35,12/14,15.20,8/14,16.77
