大億,	1521
Year,最高價,日期,最低價,日期,收盤平均價
2000,29.90,8/03,11.35,11/21,20.12
2001,19.20,3/27,7.10,10/08,12.17
2002,34.50,7/05,10.25,1/02,22.20
2003,39.30,1/23,26.50,4/28,33.26
2004,48.20,4/15,33.10,1/16,39.87
2005,37.70,1/21,27.00,10/11,32.88
2006,32.50,1/09,20.20,9/15,26.37
2007,31.80,7/24,21.55,12/21,26.01
2008,24.40,3/25,9.62,10/28,17.53
2009,51.50,12/11,9.21,2/12,23.21
2010,77.50,10/05,36.60,2/03,56.69
2011,85.00,7/07,44.30,12/20,64.67
2012,67.20,2/09,37.90,11/20,52.78
2013,71.50,12/10,42.60,7/26,51.02
2014,93.10,5/05,56.60,1/14,73.30
2015,108.00,6/03,65.10,8/25,83.31
2016,90.40,3/02,71.50,5/10,80.29
2017,87.40,6/29,77.00,12/18,81.60
2018,83.00,5/14,51.00,12/25,72.06
2019,69.90,9/17,51.30,1/15,62.13
