三晃,	1721
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.30,2/22,2.77,11/21,7.00
2001,5.00,2/12,2.10,12/05,3.09
2002,9.40,7/10,2.79,1/03,5.62
2003,7.60,2/06,3.90,12/31,4.93
2004,9.95,3/15,4.00,1/02,7.19
2005,7.45,1/07,4.20,12/13,5.85
2006,8.75,12/29,4.50,2/22,5.80
2007,27.80,7/19,6.07,1/12,11.75
2008,17.50,4/25,5.31,10/13,10.08
2009,14.65,12/24,4.84,3/03,6.78
2010,20.50,1/19,10.10,11/17,14.39
2011,12.90,5/18,6.51,12/20,9.59
2012,9.79,2/16,6.41,1/16,7.51
2013,10.20,10/25,7.35,7/09,8.24
2014,13.50,7/03,8.02,1/20,10.64
2015,14.20,12/03,9.20,8/24,11.05
2016,17.75,7/11,11.00,1/29,14.41
2017,16.90,2/22,12.50,9/26,14.17
2018,14.50,1/03,8.82,10/25,10.98
2019,10.30,1/08,8.33,10/14,9.21
