長興,	1717
Year,最高價,日期,最低價,日期,收盤平均價
2000,73.50,4/11,16.80,11/02,34.72
2001,29.40,2/06,10.80,7/25,17.59
2002,31.00,4/18,15.00,1/17,23.53
2003,26.90,1/08,16.20,5/06,19.45
2004,24.60,3/08,16.30,5/18,20.47
2005,26.30,12/30,18.45,7/28,20.67
2006,59.90,5/22,25.00,1/02,45.60
2007,61.00,4/03,30.50,12/17,47.15
2008,39.00,3/06,13.90,10/28,26.38
2009,34.50,12/29,13.70,1/21,25.07
2010,38.25,4/29,29.00,5/25,32.49
2011,35.95,1/20,20.90,11/24,29.19
2012,26.85,3/14,21.40,6/15,24.09
2013,29.25,12/31,22.50,5/31,25.29
2014,37.40,7/17,27.60,2/05,31.15
2015,35.90,4/30,27.20,8/25,31.53
2016,35.80,7/15,30.60,1/18,33.10
2017,34.95,2/16,30.00,9/25,32.18
