弘裕,	1474
Year,最高價,日期,最低價,日期,收盤平均價
2000,11.20,12/16,8.30,11/21,9.77
2001,19.20,3/13,8.30,10/09,12.19
2002,23.60,5/30,11.60,1/17,16.40
2003,19.50,1/16,11.60,4/30,13.88
2004,15.20,2/11,10.35,8/18,12.47
2005,12.45,1/04,7.52,10/31,9.65
2006,9.62,5/10,7.72,7/12,8.33
2007,12.20,7/19,7.88,12/21,9.81
2008,9.30,4/17,2.97,11/18,6.62
2009,7.08,12/31,3.33,1/15,5.33
2010,13.20,10/18,6.00,2/06,9.34
2011,12.10,2/10,6.86,11/24,10.12
2012,8.84,3/03,6.52,10/26,7.33
2013,10.40,7/26,6.52,4/02,8.01
2014,9.90,5/09,7.49,11/18,8.76
2015,13.30,6/24,7.40,8/25,9.70
2016,13.50,10/20,8.51,1/07,10.47
2017,12.30,7/17,10.90,11/28,11.41
2018,12.75,7/11,10.40,10/30,11.44
